Building,Longtitude ,Latitude ,Group,Type,Quad,
Mitchell,40.073601,-82.518677,66,Athletic,Other,
Mitchell,40.073026,-82.518839,66,Athletic,Other,
Mitchell,40.073024,-82.518817,66,Athletic,Other,
Mitchell,40.072148,-82.519043,66,Athletic,Other,
Mitchell,40.072166,-82.519172,66,Athletic,Other,
Mitchell,40.072123,-82.51919,66,Athletic,Other,
Mitchell,40.072182,-82.519542,66,Athletic,Other,
Mitchell,40.072223,-82.519534,66,Athletic,Other,
Mitchell,40.072242,-82.519652,66,Athletic,Other,
Mitchell,40.072201,-82.51966,66,Athletic,Other,
Mitchell,40.072205,-82.519834,66,Athletic,Other,
Mitchell,40.072314,-82.519826,66,Athletic,Other,
Mitchell,40.072328,-82.520185,66,Athletic,Other,
Mitchell,40.072283,-82.520185,66,Athletic,Other,
Mitchell,40.072289,-82.520322,66,Athletic,Other,
Mitchell,40.0724,-82.520306,66,Athletic,Other,
Mitchell,40.072462,-82.521305,66,Athletic,Other,
Mitchell,40.072995,-82.521278,66,Athletic,Other,
Mitchell,40.072987,-82.521037,66,Athletic,Other,
Mitchell,40.072958,-82.521042,66,Athletic,Other,
Mitchell,40.072919,-82.520458,66,Athletic,Other,
Mitchell,40.072948,-82.520458,66,Athletic,Other,
Mitchell,40.072938,-82.520243,66,Athletic,Other,
Mitchell,40.072903,-82.52024,66,Athletic,Other,
Mitchell,40.072888,-82.519903,66,Athletic,Other,
Mitchell,40.072909,-82.519903,66,Athletic,Other,
Mitchell,40.072909,-82.519849,66,Athletic,Other,
Mitchell,40.072969,-82.519843,66,Athletic,Other,
Mitchell,40.072975,-82.519672,66,Athletic,Other,
Mitchell,40.073032,-82.519656,66,Athletic,Other,
Mitchell,40.073098,-82.519775,66,Athletic,Other,
Mitchell,40.073195,-82.519666,66,Athletic,Other,
Mitchell,40.073141,-82.519599,66,Athletic,Other,
Mitchell,40.073226,-82.519508,66,Athletic,Other,
Mitchell,40.073349,-82.519464,66,Athletic,Other,
Mitchell,40.073367,-82.519559,66,Athletic,Other,
Mitchell,40.073722,-82.519448,66,Athletic,Other,
DustinCabin,40.075058,-82.519139,67,Athletic,Other,
DustinCabin,40.075008,-82.51914,67,Athletic,Other,
DustinCabin,40.07501,-82.519182,67,Athletic,Other,
DustinCabin,40.07493,-82.519183,67,Athletic,Other,
DustinCabin,40.074931,-82.519253,67,Athletic,Other,
DustinCabin,40.075061,-82.519245,67,Athletic,Other,
Bryant,40.069737,-82.522486,68,Arts,South,
Bryant,40.069606,-82.522494,68,Arts,South,
Bryant,40.069616,-82.522683,68,Arts,South,
Bryant,40.069575,-82.522686,68,Arts,South,
Bryant,40.069586,-82.52296,68,Arts,South,
Bryant,40.069562,-82.522961,68,Arts,South,
Bryant,40.069573,-82.523141,68,Arts,South,
Bryant,40.069592,-82.523141,68,Arts,South,
Bryant,40.069599,-82.523283,68,Arts,South,
Bryant,40.069765,-82.523269,68,Arts,South,
Bryant,40.069754,-82.523097,68,Arts,South,
Bryant,40.069873,-82.523086,68,Arts,South,
Bryant,40.069867,-82.522953,68,Arts,South,
Bryant,40.069758,-82.522959,68,Arts,South,
